City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kourou,5.1552,-52.6478,23.03,92,90,0.98,GF,1682317338
365,jos,9.9167,8.9,20.87,75,100,2.91,NG,1682317338
366,newman,37.3138,-121.0208,16.13,78,5,0.89,US,1682317339
367,vilyuchinsk,52.9306,158.4028,4.15,73,96,7.09,RU,1682317339
368,saipan,15.1355,145.701,29.39,100,40,6.69,MP,1682317339
369,siwa oasis,29.2041,25.5195,21.6,41,0,7.89,EG,1682317339
370,san buenaventura,27.0833,-101.5333,14.15,75,100,0.41,MX,1682317340
371,horsham,51.064,-0.3272,8.26,87,40,2.57,GB,1682317340
372,port blair,11.6667,92.75,31.2,62,24,5.51,IN,1682317340
373,ma'rib,15.4591,45.3253,26.68,42,72,3.07,YE,1682317340
374,udangudi,8.4333,78.0167,33.1,58,41,4.92,IN,1682317341
375,talara,-4.5772,-81.2719,25.88,78,100,3.51,PE,1682317341
376,markovo,57.3206,107.0881,3.98,45,52,2.27,RU,1682317342
377,shubarkuduk,49.1447,56.4872,15.57,46,1,2.88,KZ,1682317342
378,palmer,42.1584,-72.3287,7.7,87,100,1.54,US,1682317342
379,changyon,38.2508,125.0961,19.42,31,100,3.16,KP,1682317343
380,tralee,52.2704,-9.7026,6.7,90,85,5.44,IE,1682317343
381,dyurtyuli,55.4911,54.8688,16.1,42,54,5.24,RU,1682317344
382,praia da vitoria,38.7333,-27.0667,18.14,88,75,9.69,PT,1682317344
383,san pedro pochutla,15.7333,-96.4667,25.4,81,78,2.42,MX,1682317344
384,piacabucu,-10.4056,-36.4344,24.74,81,22,2.78,BR,1682317345
385,weyburn,49.6668,-103.8511,-5.88,86,61,3.09,CA,1682317345
386,sitka,57.0531,-135.33,6.94,81,100,4.12,US,1682317346
387,balsas,-7.5325,-46.0356,21.47,72,78,0.79,BR,1682317346
388,wellington,-41.2866,174.7756,12.81,56,3,12.35,NZ,1682317227
389,hamilton,39.1834,-84.5333,3.76,83,75,0.0,US,1682317347
390,mount pearl,47.5166,-52.7813,2.2,96,100,8.23,CA,1682317347
391,campos dos goytacazes,-21.75,-41.3,17.28,91,0,2.38,BR,1682317348
392,ago-are,8.5,3.4167,24.02,93,100,1.68,NG,1682317348
393,eyl,7.9803,49.8164,29.94,61,22,2.52,SO,1682317348
394,isangel,-19.55,169.2667,28.06,78,75,1.54,VU,1682317349
395,corinth,37.9407,22.9573,16.61,63,2,0.8,GR,1682317349
396,namsos,64.4662,11.4957,2.03,93,75,2.06,NO,1682317349
397,bull savanna,17.8868,-77.5902,22.28,78,15,2.4,JM,1682317350
398,sisimiut,66.9395,-53.6735,-0.55,98,100,2.14,GL,1682317351
399,abilene,32.4487,-99.7331,9.32,87,100,1.54,US,1682317351
400,paracuru,-3.41,-39.0306,25.62,91,69,3.3,BR,1682317351
401,peebles,55.6519,-3.1888,4.29,81,67,0.45,GB,1682317351
402,burao,9.5221,45.5336,26.27,57,49,5.06,SO,1682317352
403,coondapoor,13.6333,74.7,31.9,49,29,4.8,IN,1682317352
404,ulladulla,-35.35,150.4667,20.98,74,48,3.68,AU,1682317353
405,liepaja,56.5419,21.0367,7.99,100,100,0.0,LV,1682317353
406,ikalamavony,-21.15,46.5833,22.21,74,0,1.48,MG,1682317353
407,suva,-18.1416,178.4415,26.71,74,75,0.0,FJ,1682317068
408,castillos,-34.1667,-53.8333,16.74,96,91,1.71,UY,1682317354
409,topchikha,52.8192,83.1185,15.06,44,85,10.17,RU,1682317354
410,remire-montjoly,4.9167,-52.2667,23.02,100,100,0.0,GF,1682317354
411,concordia,-31.393,-58.0209,16.55,86,84,1.34,AR,1682317255
412,palmas,-10.2128,-48.3603,22.93,94,20,2.06,BR,1682317355
413,carnarvon,-24.8667,113.6333,23.14,62,100,7.91,AU,1682317355
414,ta`u,-14.2336,-169.5144,27.12,76,24,3.23,AS,1682317356
415,torghay,49.6339,63.4981,16.2,42,6,4.53,KZ,1682317356
416,neiafu,-18.65,-173.9833,25.38,78,20,0.0,TO,1682317356
417,bintulu,3.1667,113.0333,25.23,100,40,1.03,MY,1682317357
418,eureka,40.8021,-124.1637,10.41,88,81,1.96,US,1682317357
419,sanctuary point,-35.1114,150.629,20.18,76,71,2.9,AU,1682317357
420,san jose de jachal,-30.2406,-68.7469,12.73,69,58,0.83,AR,1682317358
421,qarazhal,48.0078,70.7903,16.7,39,15,6.53,KZ,1682317358
422,kandahar,31.0,65.75,29.31,4,95,5.48,AF,1682317146
423,cadale,2.7603,46.3222,29.64,69,84,2.94,SO,1682317358
424,cheremushki,52.8356,91.3944,12.52,44,100,1.74,RU,1682317359
425,nouadhibou,20.931,-17.0347,18.99,72,53,9.26,MR,1682317359
426,aykhal,66.0,111.5,-2.35,76,92,1.97,RU,1682317359
427,vryburg,-26.9566,24.7284,18.34,20,48,0.79,ZA,1682317360
428,malindi,-3.2175,40.1191,27.19,81,100,4.99,KE,1682317183
429,banjar,-8.19,114.9675,29.79,75,42,2.03,ID,1682317360
430,zomba,-15.386,35.3188,20.94,68,56,0.53,MW,1682317360
431,punta del este,-34.9667,-54.95,17.15,97,75,2.06,UY,1682317314
432,manado,1.487,124.8455,33.43,58,40,3.09,ID,1682317177
433,tolanaro,-25.0319,46.9987,26.04,65,40,5.14,MG,1682317361
434,vila franca do campo,37.7167,-25.4333,16.23,94,100,7.08,PT,1682317362
435,kondagaon,19.6,81.6667,33.42,27,6,2.73,IN,1682317362
436,kenora,49.8167,-94.4337,-0.46,51,75,2.57,CA,1682317362
437,gereida,11.2811,25.1414,27.54,56,91,4.71,SD,1682317362
438,sarankhola,22.3082,89.7897,36.27,29,0,2.91,BD,1682317363
439,cockburn town,21.4612,-71.1419,24.95,73,5,2.12,TC,1682317363
440,quatre cocos,-20.2078,57.7625,29.06,74,54,3.89,MU,1682317363
441,antsiranana,-12.2787,49.2917,28.17,73,61,3.44,MG,1682317363
442,yanchep,-31.55,115.6833,17.29,60,92,7.89,AU,1682317364
443,las khorey,11.1595,48.1967,30.03,64,13,2.11,SO,1682317364
444,yemel'yanovo,56.1681,92.6767,14.49,18,0,5.0,RU,1682317364
445,bargaal,11.2864,51.0773,29.63,56,16,4.13,SO,1682317365
446,kurgan,55.45,65.3333,11.11,40,29,6.99,RU,1682317278
447,callao,-12.0667,-77.15,23.73,78,0,4.12,PE,1682317365
448,tambopata,-12.7333,-69.1833,19.96,89,21,1.04,PE,1682317365
449,flying fish cove,-10.4217,105.6791,26.62,82,48,5.99,CX,1682317366
450,ilha de mocambique,-15.0342,40.7358,25.89,78,72,3.64,MZ,1682317366
451,usogorsk,63.4106,48.6872,0.61,69,100,2.41,RU,1682317366
452,el granada,37.5027,-122.4694,12.8,84,100,10.29,US,1682317367
453,baddomalhi,31.9928,74.6683,33.99,13,1,0.39,PK,1682317367
454,alvaraes,-3.2208,-64.8042,22.11,98,63,1.07,BR,1682317367
455,borgo val di taro,44.487,9.7658,13.52,88,99,0.45,IT,1682317367
456,rongelap,11.1635,166.8941,27.1,83,60,9.25,MH,1682317368
457,toliara,-23.35,43.6667,24.17,76,35,1.56,MG,1682317368
458,nzerekore,7.7562,-8.8179,21.96,98,48,0.85,GN,1682317368
459,igarka,67.4667,86.5833,0.91,100,100,7.27,RU,1682317368
460,al bayda',32.7627,21.7551,16.64,56,73,2.58,LY,1682317243
461,mombetsu,44.3525,143.3525,6.01,75,75,3.09,JP,1682317369
462,tofol,5.3248,163.0078,25.88,94,100,4.12,FM,1682317369
463,kaa-khem,51.6833,94.7333,9.97,28,71,3.24,RU,1682317369
464,scone,56.4194,-3.4051,4.98,80,68,1.94,GB,1682317370
465,cabo san lucas,22.8909,-109.9124,24.17,55,96,0.45,MX,1682317119
466,mau,25.95,83.55,35.41,18,71,3.56,IN,1682317161
467,mirny,62.5353,113.9611,0.13,50,55,4.02,RU,1682317370
468,magnitogorsk,53.4186,59.0472,17.46,25,13,3.0,RU,1682317371
469,ranot,7.7777,100.3213,31.01,63,79,4.34,TH,1682317371
470,turkmenbasy,40.0222,52.9552,23.43,40,0,8.23,TM,1682317371
471,lautoka,-17.6167,177.4667,27.92,74,75,2.06,FJ,1682317371
472,kalemie,-5.9475,29.1947,21.88,87,84,3.28,CD,1682317372
473,bernardo de irigoyen,-26.2552,-53.6458,13.05,76,0,2.17,AR,1682317372
474,san mateo del mar,16.2,-95.0,28.68,72,100,6.08,MX,1682317372
475,villa union,23.2,-106.2333,23.28,100,40,0.0,MX,1682317372
476,lazaro cardenas,17.9583,-102.2,23.5,82,57,1.13,MX,1682317373
477,armacao de buzios,-22.7469,-41.8817,18.03,83,0,2.73,BR,1682317373
478,susuman,62.7833,148.1667,-2.74,75,100,7.16,RU,1682317373
479,noshiro,40.2039,140.0242,10.46,36,8,8.75,JP,1682317373
480,salalah,17.0151,54.0924,31.05,62,0,6.17,OM,1682317262
481,sinabang,2.4803,96.3801,29.31,74,100,0.71,ID,1682317374
482,saint-francois,46.4154,3.9054,8.71,87,0,3.6,FR,1682317374
483,lorengau,-2.0226,147.2712,29.35,73,67,4.38,PG,1682317375
484,sabha,27.0377,14.4283,19.02,51,99,8.88,LY,1682317375
485,bolokhovo,54.0936,37.8183,14.48,47,51,2.5,RU,1682317375
486,asau,46.4333,26.4,8.51,66,15,1.42,RO,1682317375
487,twentynine palms,34.1356,-116.0542,23.08,32,26,3.58,US,1682317376
488,tobelo,1.7284,128.0095,29.0,74,75,0.88,ID,1682317376
489,sungai raya,0.7,108.9,29.51,75,65,2.94,ID,1682317114
490,dalandzadgad,43.5708,104.425,7.52,68,99,7.49,MN,1682317376
491,shyryayeve,47.3805,30.1964,13.04,57,100,2.63,UA,1682317377
492,shubarshi,48.5872,57.1869,15.84,50,0,2.66,KZ,1682317377
493,port shepstone,-30.7414,30.455,20.59,58,74,3.9,ZA,1682317377
494,viedma,-40.8135,-62.9967,13.77,59,0,4.94,AR,1682317224
495,hilo,19.7297,-155.09,24.6,84,100,1.54,US,1682317203
496,yeniseysk,58.4497,92.1703,9.61,58,100,3.28,RU,1682317378
497,fallon,39.4735,-118.7774,14.69,34,0,5.14,US,1682317378
498,meulaboh,4.1363,96.1285,30.58,66,90,2.35,ID,1682317379
499,wynyard,-41.0,145.7167,16.66,85,21,1.5,AU,1682317379
500,virpur,23.1833,73.4833,35.75,9,25,1.21,IN,1682317379
501,ajdabiya,30.7554,20.2263,21.44,44,26,3.8,LY,1682317379
502,lagunas,-5.2269,-75.6753,23.83,92,100,0.41,PE,1682317380
503,letlhakeng,-24.0944,25.0298,21.09,20,6,2.68,BW,1682317380
504,tosontsengel,48.7567,98.2839,2.11,48,68,2.47,MN,1682317380
505,camana,-16.6228,-72.7111,20.9,88,13,3.13,PE,1682317380
506,i-n-salah,27.1935,2.4607,22.85,16,28,7.26,DZ,1682317381
507,songjianghe,42.1859,127.479,11.59,12,16,2.28,CN,1682317381
508,san mariano,7.5,126.0,28.42,81,97,1.48,PH,1682317381
509,prince rupert,54.3161,-130.3201,6.83,92,100,7.72,CA,1682317243
510,valparaiso,-33.0393,-71.6273,16.11,63,100,1.54,CL,1682317109
511,saint-joseph,-21.3667,55.6167,28.59,67,13,1.4,RE,1682317382
512,kiunga,-6.1219,141.2906,30.79,60,96,1.16,PG,1682317383
513,portland,45.5234,-122.6762,10.35,84,100,4.02,US,1682316850
514,dryden,49.7833,-92.7503,-3.84,68,0,1.54,CA,1682317383
515,island harbour,50.724,-1.2758,7.74,93,7,0.89,GB,1682317383
516,porto velho,-8.7619,-63.9039,24.03,94,20,0.0,BR,1682317384
517,chibougamau,49.9168,-74.3659,1.79,100,100,1.54,CA,1682317384
518,barra de santo antonio,-9.4047,-35.5072,25.6,85,96,3.28,BR,1682317384
519,saint andrews,34.0454,-81.1293,17.03,57,98,2.84,US,1682317384
520,mwene-ditu,-7.0,23.45,20.27,95,93,1.49,CD,1682317385
521,kingston,17.997,-76.7936,26.53,69,20,2.57,JM,1682317179
522,katsuura,35.1333,140.3,12.61,59,100,5.03,JP,1682317385
523,limassol,34.675,33.0333,19.04,63,20,6.17,CY,1682317386
524,crookston,47.7741,-96.6081,-0.94,93,75,0.0,US,1682317386
525,palikir - national government center,6.9248,158.1611,28.41,74,100,1.54,FM,1682317386
526,solnechnogorsk,56.1833,36.9833,14.92,51,84,2.64,RU,1682317387
527,cao bang,22.6667,106.25,26.41,81,100,2.02,VN,1682317387
528,murun-kuren,49.6342,100.1625,6.74,24,20,2.31,MN,1682317387
529,cody,44.5263,-109.0565,6.12,45,0,0.0,US,1682317388
530,quibala,-10.7337,14.98,18.09,95,100,1.12,AO,1682317388
531,boyolangu,-8.1181,111.8935,29.3,73,56,2.5,ID,1682317388
532,tabalah,19.95,42.4,22.58,36,1,1.2,SA,1682317388
533,dungarpur,23.8333,73.7167,33.51,10,6,0.98,IN,1682317389
534,geraldton,-28.7667,114.6,20.23,60,100,6.69,AU,1682317389
535,lagoa,39.05,-27.9833,15.54,92,100,7.87,PT,1682317389
536,barakani,-12.1356,44.4317,27.72,78,86,1.76,KM,1682317389
537,kununurra,-15.7667,128.7333,33.99,36,2,3.09,AU,1682317390
538,talcahuano,-36.7167,-73.1167,11.82,94,100,1.54,CL,1682317091
539,richards bay,-28.783,32.0377,20.91,70,51,2.49,ZA,1682317390
540,sita road,27.0333,67.85,36.33,5,42,2.54,PK,1682317391
541,floro,61.5996,5.0328,4.57,65,75,5.14,NO,1682317391
542,moranbah,-22.0016,148.0466,24.86,53,80,9.36,AU,1682317363
543,nangomba,-10.9,38.5,24.56,90,31,1.21,TZ,1682317391
544,chabahar,25.2919,60.643,29.08,54,97,3.09,IR,1682317392
545,dengi,9.3667,9.95,26.66,70,100,1.52,NG,1682317392
546,amuntai,-2.4177,115.2494,34.01,51,51,0.7,ID,1682317392
547,lido di jesolo,45.5069,12.6469,14.62,84,97,3.88,IT,1682317393
548,north platte,41.1239,-100.7654,4.65,46,65,5.81,US,1682317393
549,edessa,37.1671,38.7939,15.9,47,0,5.26,TR,1682317393
550,mezhdurechenskiy,59.6,65.9333,3.9,32,25,6.26,RU,1682317393
551,puerto carreno,6.189,-67.4859,24.85,85,79,1.51,CO,1682317394
552,qingdao,36.0986,120.3719,18.78,24,0,4.0,CN,1682317394
553,yarega,63.4354,53.5765,-1.2,69,95,2.67,RU,1682317395
554,marion,39.7684,-86.1555,2.54,74,20,2.57,US,1682317395
555,stephenville,32.2207,-98.2023,8.07,94,40,0.0,US,1682317338
556,makow mazowiecki,52.8649,21.1005,14.94,76,84,4.39,PL,1682317395
557,ust'-barguzin,53.45,108.9833,0.96,45,0,1.83,RU,1682317396
558,bechar,31.6167,-2.2167,19.81,44,87,2.88,DZ,1682317396
559,muscatine,41.4667,-91.1335,1.16,72,0,0.0,US,1682317396
560,mogoditshane,-24.6269,25.8656,14.86,55,0,0.0,BW,1682317397
561,jayapura,-2.5333,140.7,32.66,76,100,2.52,ID,1682317397
562,ciudad lazaro cardenas,17.9583,-102.2,23.5,82,57,1.13,MX,1682317373
563,bulgan,48.8125,103.5347,4.5,36,95,1.93,MN,1682317398
564,karoi,-16.8099,29.6925,20.76,57,98,2.7,ZW,1682317154
565,lubang,13.8584,120.124,29.09,73,81,5.01,PH,1682317398
566,mamboma,8.0833,-11.6833,24.79,92,51,0.35,SL,1682317398
567,viriat,46.2548,5.2157,10.93,86,70,1.79,FR,1682317399
568,waddan,29.1614,16.139,16.63,73,83,4.77,LY,1682317399
569,jose maria morelos,23.3952,-103.8984,10.09,32,76,2.99,MX,1682317399
570,praia,14.9215,-23.5087,21.3,78,40,6.69,CV,1682317399
571,isla mujeres,21.2311,-86.731,26.03,77,28,5.21,MX,1682317400
572,uray,60.1247,64.7758,3.46,29,32,6.49,RU,1682317400
573,port augusta,-32.5,137.7667,28.41,23,0,3.18,AU,1682317401
574,skovorodino,53.9833,123.9167,4.77,30,96,2.62,RU,1682317401
575,aginskoye,51.1,114.53,5.5,14,99,7.3,RU,1682317402
576,shenjiamen,29.9576,122.298,13.77,89,100,8.93,CN,1682317402
577,loures,38.8309,-9.1685,15.65,93,20,3.6,PT,1682317402
578,kerikeri,-35.2268,173.9474,14.39,75,2,1.34,NZ,1682317402
579,necochea,-38.5473,-58.7368,12.19,89,1,3.54,AR,1682317403
580,whakatane,-37.9585,176.9854,14.17,65,11,1.34,NZ,1682317403
581,porto novo,6.4965,2.6036,26.19,89,100,0.99,BJ,1682317403
582,cova figueira,14.8905,-24.2934,20.19,73,3,7.9,CV,1682317403
